,method,coverage_0,coverage_1,interval_width_0,interval_width_1,coverage_ITE_naive,interval_width_ITE_naive,coverage_ITE_inexact,interval_width_ITE_inexact,coverage_ITE_exact,interval_width_ITE_exact,n_intervention,n_observation,conf_strength,dr_use_Y,seed,x_dim
0,inexact,0.923,0.931,0.36904934158575886,0.3712924481308593,0.994,0.7403417897166181,0.9875,1.640356880994164,1.0,3.9906976963486622,100,10000,0.6,0,42,5
0,inexact,0.938,0.9335,0.38054486039039837,0.37696105209817177,0.986,0.7575059124885701,0.978,1.2750766463969703,1.0,3.44228985428199,500,10000,0.6,0,42,5
